lat,lon,predicted_heat_flow_mW_m2
15.25,85.25,47.279682
15.25,85.5,52.29585
15.25,85.75,38.318108
15.25,86.0,59.05321
15.25,86.25,52.62906
15.25,86.5,58.240677
15.25,86.75,62.65059
15.25,87.0,53.182453
15.25,87.25,38.22714
15.25,87.5,46.105293
15.25,87.75,76.54983
15.25,88.0,67.07794
15.25,88.25,50.899483
15.25,88.5,61.07855
15.25,88.75,54.832607
15.25,89.0,47.01389
15.25,89.25,53.11799
15.25,89.5,45.547573
15.25,89.75,40.504562
15.25,90.0,49.70437
15.25,90.25,64.77845
15.25,90.5,68.5827
15.25,90.75,64.97831
15.25,91.0,49.14974
15.25,91.25,41.791553
15.25,91.5,36.23649
15.25,91.75,60.452633
15.25,92.0,47.68743
15.25,92.25,56.209045
15.25,92.5,53.72557
15.25,92.75,59.477943
15.25,93.0,61.20599
15.25,93.25,54.682613
15.25,93.5,45.192253
15.25,93.75,42.178402
15.25,94.0,43.950035
15.25,94.25,55.397713
15.25,94.5,71.00666
15.25,94.75,56.96103
15.25,95.0,51.037533
15.25,95.25,75.49123
15.25,95.5,60.839252
15.25,95.75,56.195507
15.25,96.0,58.416218
15.25,96.25,44.646164
15.25,96.5,44.507328
15.25,96.75,48.254234
15.5,68.0,42.611248
15.5,68.25,40.716717
15.5,68.5,64.19771
15.5,68.75,39.797848
15.5,69.0,48.018177
15.5,69.25,61.8787
15.5,69.5,58.152462
15.5,69.75,60.551807
15.5,70.0,41.022297
15.5,70.25,33.41116
15.5,70.5,33.434277
15.5,70.75,33.694008
15.5,71.0,30.906658
15.5,71.25,43.814728
15.5,71.5,38.729126
15.5,71.75,54.443295
15.5,72.0,59.388313
15.5,72.25,55.693844
15.5,72.5,61.260704
15.5,72.75,33.141663
15.5,73.0,55.21482
15.5,73.25,65.03697
15.5,73.5,41.254215
15.5,73.75,36.29942
15.5,74.0,63.460995
15.5,74.25,41.881794
15.5,74.5,69.211624
15.5,74.75,42.772915
15.5,75.0,53.47189
15.5,75.25,39.53283
15.5,75.5,44.273983
15.5,75.75,40.716904
15.5,76.0,40.407097
15.5,76.25,41.686047
15.5,76.5,53.82416
15.5,76.75,50.84359
15.5,77.0,47.028927
15.5,77.25,50.550476
15.5,77.5,49.766224
15.5,77.75,49.94205
15.5,78.0,48.830143
15.5,78.25,59.961536
15.5,78.5,37.307766
15.5,78.75,55.176228
15.5,79.0,56.20724
15.5,79.25,43.25872
15.5,79.5,41.69713
15.5,79.75,50.00321
15.5,80.0,61.491325
15.5,80.25,66.801285
15.5,80.5,36.855194
15.5,80.75,41.63405
15.5,81.0,51.97198
15.5,81.25,53.313145
15.5,81.5,60.762436
15.5,81.75,44.299393
15.5,82.0,58.379955
15.5,82.25,74.006645
15.5,82.5,62.666737
15.5,82.75,46.578384
15.5,83.0,38.046803
15.5,83.25,44.37744
15.5,83.5,50.55935
15.5,83.75,48.883698
15.5,84.0,64.52207
15.5,84.25,44.318844
15.5,84.5,46.965115
15.5,84.75,71.56889
15.5,85.0,44.588833
15.5,85.25,61.966064
15.5,85.5,34.800186
15.5,85.75,58.51588
15.5,86.0,47.662098
15.5,86.25,76.07086
15.5,86.5,57.258213
15.5,86.75,39.391712
15.5,87.0,44.707798
15.5,87.25,42.875206
15.5,87.5,40.733627
15.5,87.75,59.056133
15.5,88.0,55.255096
15.5,88.25,56.248238
15.5,88.5,61.032814
15.5,88.75,50.512573
15.5,89.0,60.98996
15.5,89.25,54.83782
15.5,89.5,38.38203
15.5,89.75,46.36581
15.5,90.0,63.912563
15.5,90.25,63.538494
15.5,90.5,48.145496
15.5,90.75,41.355797
15.5,91.0,48.953094
15.5,91.25,76.83651
15.5,91.5,77.21762
15.5,91.75,50.69608
15.5,92.0,48.838768
15.5,92.25,47.651997
15.5,92.5,42.74285
15.5,92.75,63.90332
15.5,93.0,56.068283
15.5,93.25,53.868176
15.5,93.5,73.051796
15.5,93.75,49.144474
15.5,94.0,55.70064
15.5,94.25,71.50526
15.5,94.5,54.84094
15.5,94.75,72.871
15.5,95.0,48.92591
15.5,95.25,43.27711
15.5,95.5,39.19244
15.5,95.75,66.13207
15.5,96.0,55.766014
15.5,96.25,43.2488
15.5,96.5,55.404423
15.5,96.75,90.61368
15.75,68.0,42.967564
15.75,68.25,32.792183
15.75,68.5,54.785004
15.75,68.75,60.06429
15.75,69.0,38.88236
15.75,69.25,54.03578
15.75,69.5,41.85339
15.75,69.75,34.753086
15.75,70.0,59.91634
15.75,70.25,51.076706
15.75,70.5,79.89067
15.75,70.75,45.386604
15.75,71.0,37.406673
15.75,71.25,40.94479
15.75,71.5,42.35264
15.75,71.75,81.86354
15.75,72.0,50.075993
15.75,72.25,62.079468
15.75,72.5,42.829266
15.75,72.75,53.448895
15.75,73.0,41.66083
15.75,73.25,39.478886
15.75,73.5,45.54707
15.75,73.75,55.220264
15.75,74.0,44.323555
15.75,74.25,34.36236
15.75,74.5,41.42651
15.75,74.75,37.74002
15.75,75.0,34.209984
15.75,75.25,41.27872
15.75,75.5,41.352306
15.75,75.75,47.728622
15.75,76.0,52.770477
15.75,76.25,47.63445
15.75,76.5,44.528873
15.75,76.75,51.53332
15.75,77.0,59.59213
15.75,77.25,48.848232
15.75,77.5,54.49013
15.75,77.75,39.604927
15.75,78.0,43.70697
15.75,78.25,45.299908
15.75,78.5,44.10427
15.75,78.75,43.78465
15.75,79.0,77.04482
15.75,79.25,56.771378
15.75,79.5,57.363724
15.75,79.75,58.79757
15.75,80.0,49.864887
15.75,80.25,77.28955
15.75,80.5,69.09465
15.75,80.75,67.10051
15.75,81.0,39.413532
15.75,81.25,58.10655
15.75,81.5,59.80645
15.75,81.75,63.396603
15.75,82.0,40.933704
15.75,82.25,58.603462
15.75,82.5,36.126736
15.75,82.75,52.10946
15.75,83.0,61.965748
15.75,83.25,43.367672
15.75,83.5,48.229748
15.75,83.75,43.623943
15.75,84.0,69.59124
15.75,84.25,55.05761
15.75,84.5,54.49461
15.75,84.75,46.39497
15.75,85.0,47.025017
15.75,85.25,40.968475
15.75,85.5,54.657803
15.75,85.75,46.142384
15.75,86.0,70.66091
15.75,86.25,60.55992
15.75,86.5,42.862316
15.75,86.75,59.287228
15.75,87.0,56.650196
15.75,87.25,53.38695
15.75,87.5,63.280647
15.75,87.75,53.662838
15.75,88.0,53.73644
15.75,88.25,58.031166
15.75,88.5,59.56242
15.75,88.75,57.842316
15.75,89.0,40.21097
15.75,89.25,49.794353
15.75,89.5,41.486347
15.75,89.75,66.883514
15.75,90.0,43.312626
15.75,90.25,61.652493
15.75,90.5,35.855736
15.75,90.75,56.375965
15.75,91.0,68.333435
15.75,91.25,48.449924
15.75,91.5,52.06793
15.75,91.75,40.117462
15.75,92.0,38.85367
15.75,92.25,83.63016
15.75,92.5,45.74999
15.75,92.75,45.087032
15.75,93.0,58.63357
15.75,93.25,41.718708
15.75,93.5,92.21629
15.75,93.75,40.11376
15.75,94.0,57.232685
15.75,94.25,74.07452
15.75,94.5,85.28039
15.75,94.75,76.85604
15.75,95.0,63.81765
15.75,95.25,42.932148
15.75,95.5,55.59032
15.75,95.75,54.10194
15.75,96.0,50.126446
15.75,96.25,68.06504
15.75,96.5,53.533314
15.75,96.75,50.380978
16.0,68.0,44.75471
16.0,68.25,53.595436
16.0,68.5,35.605637
16.0,68.75,39.327957
16.0,69.0,38.877888
16.0,69.25,52.498276
16.0,69.5,41.47829
16.0,69.75,52.399303
16.0,70.0,41.23273
16.0,70.25,69.86564
16.0,70.5,36.39803
16.0,70.75,41.550385
16.0,71.0,44.387177
16.0,71.25,78.09299
16.0,71.5,43.002735
16.0,71.75,45.116673
16.0,72.0,61.99928
16.0,72.25,57.986435
16.0,72.5,37.688953
16.0,72.75,53.454983
16.0,73.0,49.644894
16.0,73.25,47.586235
16.0,73.5,57.638973
16.0,73.75,66.679756
16.0,74.0,34.460255
16.0,74.25,62.565742
16.0,74.5,42.124115
16.0,74.75,46.126114
16.0,75.0,36.20105
16.0,75.25,40.426815
16.0,75.5,42.379517
16.0,75.75,64.000885
16.0,76.0,44.871037
16.0,76.25,66.15777
16.0,76.5,44.33069
16.0,76.75,39.382053
16.0,77.0,41.351887
16.0,77.25,40.960636
16.0,77.5,50.76568
16.0,77.75,42.8605
16.0,78.0,50.09869
16.0,78.25,47.31821
16.0,78.5,59.545425
16.0,78.75,60.315514
16.0,79.0,63.944576
16.0,79.25,66.53049
16.0,79.5,66.274025
16.0,79.75,53.519085
16.0,80.0,39.6337
16.0,80.25,85.33655
16.0,80.5,46.072456
16.0,80.75,45.96256
16.0,81.0,44.36279
16.0,81.25,56.497936
16.0,81.5,45.180916
16.0,81.75,52.42571
16.0,82.0,60.805138
16.0,82.25,50.68532
16.0,82.5,52.389854
16.0,82.75,43.95815
16.0,83.0,46.7986
16.0,83.25,37.508766
16.0,83.5,44.775127
16.0,83.75,51.141056
16.0,84.0,36.490063
16.0,84.25,58.5955
16.0,84.5,54.937584
16.0,84.75,56.8559
16.0,85.0,43.934902
16.0,85.25,65.50445
16.0,85.5,48.747505
16.0,85.75,54.585747
16.0,86.0,48.89515
16.0,86.25,51.251934
16.0,86.5,65.1085
16.0,86.75,91.31007
16.0,87.0,53.590782
16.0,87.25,37.040527
16.0,87.5,58.269558
16.0,87.75,44.817924
16.0,88.0,55.213547
16.0,88.25,61.560852
16.0,88.5,51.728867
16.0,88.75,65.776886
16.0,89.0,46.28349
16.0,89.25,57.076927
16.0,89.5,56.37968
16.0,89.75,57.94528
16.0,90.0,43.921688
16.0,90.25,40.572914
16.0,90.5,48.097996
16.0,90.75,39.38774
16.0,91.0,50.927296
16.0,91.25,46.719276
16.0,91.5,72.827866
16.0,91.75,46.232174
16.0,92.0,57.204975
16.0,92.25,51.016556
16.0,92.5,46.900112
16.0,92.75,63.959454
16.0,93.0,63.81171
16.0,93.25,48.348076
16.0,93.5,52.830296
16.0,93.75,56.898903
16.0,94.0,54.351048
16.0,94.25,69.73883
16.0,94.5,59.875492
16.0,94.75,72.0847
16.0,95.0,64.07651
16.0,95.25,52.518646
16.0,95.5,60.832584
16.0,95.75,45.70894
16.0,96.0,84.71251
16.0,96.25,48.428757
16.0,96.5,50.349033
16.0,96.75,54.257523
16.25,68.0,43.62127
16.25,68.25,58.84155
16.25,68.5,42.476013
16.25,68.75,51.922897
16.25,69.0,48.409935
16.25,69.25,46.953556
16.25,69.5,38.52714
16.25,69.75,44.513317
16.25,70.0,39.111248
16.25,70.25,63.265205
16.25,70.5,33.116554
16.25,70.75,51.892704
16.25,71.0,35.507645
16.25,71.25,69.14306
16.25,71.5,44.964245
16.25,71.75,37.445915
16.25,72.0,36.31663
16.25,72.25,38.5032
16.25,72.5,44.60487
16.25,72.75,48.19912
16.25,73.0,48.210003
16.25,73.25,36.655186
16.25,73.5,66.236595
16.25,73.75,47.573933
16.25,74.0,45.352993
16.25,74.25,67.75674
16.25,74.5,37.87857
16.25,74.75,41.871365
16.25,75.0,38.907215
16.25,75.25,38.981346
16.25,75.5,43.82811
16.25,75.75,59.16405
16.25,76.0,55.270832
16.25,76.25,30.163246
16.25,76.5,55.834934
16.25,76.75,50.11386
16.25,77.0,62.731018
16.25,77.25,36.545284
16.25,77.5,66.70961
16.25,77.75,41.15626
16.25,78.0,34.662228
16.25,78.25,49.205597
16.25,78.5,55.294914
16.25,78.75,46.92749
16.25,79.0,48.176456
16.25,79.25,50.543324
16.25,79.5,51.92668
16.25,79.75,32.717937
16.25,80.0,48.599655
16.25,80.25,45.515686
16.25,80.5,65.64603
16.25,80.75,57.45506
16.25,81.0,48.069126
16.25,81.25,46.78726
16.25,81.5,41.50702
16.25,81.75,52.631725
16.25,82.0,52.55748
16.25,82.25,42.3937
16.25,82.5,47.118572
16.25,82.75,55.20073
16.25,83.0,43.67376
16.25,83.25,36.654747
16.25,83.5,38.199574
16.25,83.75,40.442486
16.25,84.0,37.601593
16.25,84.25,56.65365
16.25,84.5,53.647694
16.25,84.75,42.88891
16.25,85.0,51.842598
16.25,85.25,50.343815
16.25,85.5,66.55582
16.25,85.75,56.62337
16.25,86.0,41.443604
16.25,86.25,52.9167
16.25,86.5,50.107777
16.25,86.75,54.151104
16.25,87.0,37.48683
16.25,87.25,46.833153
16.25,87.5,77.09293
16.25,87.75,54.524036
16.25,88.0,57.009018
16.25,88.25,64.07492
16.25,88.5,63.84035
16.25,88.75,67.39525
16.25,89.0,54.687515
16.25,89.25,52.883137
16.25,89.5,53.94026
16.25,89.75,46.968826
16.25,90.0,57.02949
16.25,90.25,53.360573
16.25,90.5,37.74977
16.25,90.75,53.160248
16.25,91.0,37.801804
16.25,91.25,53.02041
16.25,91.5,42.214756
16.25,91.75,65.37417
16.25,92.0,60.865654
16.25,92.25,54.7668
16.25,92.5,50.8091
16.25,92.75,49.67776
16.25,93.0,50.678032
16.25,93.25,43.19939
16.25,93.5,49.87641
16.25,93.75,54.528183
16.25,94.0,51.986942
16.25,94.25,86.11331
16.25,94.5,51.84229
16.25,94.75,57.629955
16.25,95.0,55.015545
16.25,95.25,89.83342
16.25,95.5,62.15858
16.25,95.75,46.883675
16.25,96.0,59.204906
16.25,96.25,51.339146
16.25,96.5,56.4042
16.25,96.75,68.59
16.5,68.0,39.48387
16.5,68.25,44.088028
16.5,68.5,50.802055
16.5,68.75,37.449165
16.5,69.0,35.327988
16.5,69.25,35.924786
16.5,69.5,34.551304
16.5,69.75,45.367046
16.5,70.0,68.47831
16.5,70.25,66.020164
16.5,70.5,39.118725
16.5,70.75,36.59701
16.5,71.0,55.359173
16.5,71.25,53.297585
16.5,71.5,37.50294
16.5,71.75,38.509304
16.5,72.0,64.02042
16.5,72.25,62.56951
16.5,72.5,33.753395
16.5,72.75,63.113308
16.5,73.0,42.327858
16.5,73.25,39.020386
16.5,73.5,57.054615
16.5,73.75,56.44456
16.5,74.0,45.44054
16.5,74.25,55.573406
16.5,74.5,48.774994
16.5,74.75,47.22345
16.5,75.0,57.832615
16.5,75.25,36.243393
16.5,75.5,45.579475
16.5,75.75,31.02649
16.5,76.0,56.07487
16.5,76.25,47.240128
16.5,76.5,51.973934
16.5,76.75,76.50216
16.5,77.0,51.30357
16.5,77.25,61.82875
16.5,77.5,45.094727
16.5,77.75,42.685997
16.5,78.0,52.74356
16.5,78.25,64.9545
16.5,78.5,46.06919
16.5,78.75,51.505276
16.5,79.0,51.55615
16.5,79.25,44.39809
16.5,79.5,36.22921
16.5,79.75,59.427795
16.5,80.0,58.411526
16.5,80.25,52.452763
16.5,80.5,43.086
16.5,80.75,50.302868
16.5,81.0,62.28577
16.5,81.25,71.23475
16.5,81.5,42.28022
16.5,81.75,52.832264
16.5,82.0,61.428165
16.5,82.25,44.00842
16.5,82.5,49.665955
16.5,82.75,45.980026
16.5,83.0,51.41814
16.5,83.25,56.279003
16.5,83.5,70.51888
16.5,83.75,53.437107
16.5,84.0,65.19326
16.5,84.25,39.882133
16.5,84.5,44.675674
16.5,84.75,67.36899
16.5,85.0,44.126762
16.5,85.25,52.09913
16.5,85.5,38.6703
16.5,85.75,50.350876
16.5,86.0,43.272243
16.5,86.25,55.328575
16.5,86.5,47.18101
16.5,86.75,55.148815
16.5,87.0,52.860542
16.5,87.25,64.28122
16.5,87.5,66.18884
16.5,87.75,46.144085
16.5,88.0,53.528603
16.5,88.25,78.56754
16.5,88.5,59.397255
16.5,88.75,43.803764
16.5,89.0,45.068523
16.5,89.25,39.253742
16.5,89.5,47.865273
16.5,89.75,57.950497
16.5,90.0,55.7884
16.5,90.25,43.598488
16.5,90.5,53.04038
16.5,90.75,46.393402
16.5,91.0,44.568016
16.5,91.25,45.660564
16.5,91.5,58.48229
16.5,91.75,39.192562
16.5,92.0,61.344986
16.5,92.25,55.494846
16.5,92.5,51.593975
16.5,92.75,47.81691
16.5,93.0,53.249847
16.5,93.25,63.36854
16.5,93.5,36.675285
16.5,93.75,70.08887
16.5,94.0,53.144264
16.5,94.25,74.74841
16.5,94.5,48.12858
16.5,94.75,67.043945
16.5,95.0,52.82474
16.5,95.25,52.451275
16.5,95.5,50.887207
16.5,95.75,53.843006
16.5,96.0,42.733803
16.5,96.25,60.437485
16.5,96.5,49.10039
16.5,96.75,54.795742
16.75,68.0,34.88016
16.75,68.25,49.265343
16.75,68.5,41.19411
16.75,68.75,45.25887
16.75,69.0,41.479897
16.75,69.25,56.835045
16.75,69.5,39.69226
16.75,69.75,50.70294
16.75,70.0,63.184338
16.75,70.25,39.188267
16.75,70.5,42.14208
16.75,70.75,40.231762
16.75,71.0,41.330803
16.75,71.25,50.45767
16.75,71.5,47.252056
16.75,71.75,33.010128
16.75,72.0,68.89342
16.75,72.25,45.05343
16.75,72.5,41.31311
16.75,72.75,51.816044
16.75,73.0,49.737877
16.75,73.25,64.966064
16.75,73.5,47.079567
16.75,73.75,44.188972
16.75,74.0,67.15741
16.75,74.25,34.077297
16.75,74.5,68.87866
16.75,74.75,52.157238
16.75,75.0,43.754147
16.75,75.25,53.55988
16.75,75.5,47.018356
16.75,75.75,61.31234
16.75,76.0,39.482735
16.75,76.25,66.18795
16.75,76.5,37.93027
16.75,76.75,67.242004
16.75,77.0,48.276115
16.75,77.25,88.12819
16.75,77.5,50.03692
16.75,77.75,45.84952
16.75,78.0,50.15106
16.75,78.25,57.39414
16.75,78.5,59.66989
16.75,78.75,71.3301
16.75,79.0,40.67712
16.75,79.25,45.25264
16.75,79.5,34.737675
16.75,79.75,53.57927
16.75,80.0,45.04342
16.75,80.25,60.683613
16.75,80.5,70.98669
16.75,80.75,42.939407
16.75,81.0,53.26696
16.75,81.25,58.968784
16.75,81.5,63.59755
16.75,81.75,37.868282
16.75,82.0,41.842403
16.75,82.25,43.625202
16.75,82.5,70.649086
16.75,82.75,56.398254
16.75,83.0,53.318806
16.75,83.25,52.597687
16.75,83.5,61.79734
16.75,83.75,44.0177
16.75,84.0,47.556477
16.75,84.25,53.06104
16.75,84.5,50.795956
16.75,84.75,57.95693
16.75,85.0,60.95486
16.75,85.25,41.830948
16.75,85.5,61.20869
16.75,85.75,47.224457
16.75,86.0,45.36362
16.75,86.25,46.514717
16.75,86.5,62.980328
16.75,86.75,38.774
16.75,87.0,64.77942
16.75,87.25,63.770863
16.75,87.5,51.588676
16.75,87.75,43.168194
16.75,88.0,71.830376
16.75,88.25,46.02361
16.75,88.5,59.115788
16.75,88.75,36.345524
16.75,89.0,51.68131
16.75,89.25,64.975876
16.75,89.5,49.5311
16.75,89.75,35.950634
16.75,90.0,87.01635
16.75,90.25,52.98531
16.75,90.5,41.60178
16.75,90.75,49.67891
16.75,91.0,56.4183
16.75,91.25,57.31654
16.75,91.5,60.145943
16.75,91.75,66.271286
16.75,92.0,45.601776
16.75,92.25,68.22957
16.75,92.5,47.808796
16.75,92.75,42.476295
16.75,93.0,68.465065
16.75,93.25,55.370888
16.75,93.5,55.02355
16.75,93.75,66.89878
16.75,94.0,57.052658
16.75,94.25,51.515907
16.75,94.5,52.39533
16.75,94.75,54.634125
16.75,95.0,49.203438
16.75,95.25,80.34485
16.75,95.5,53.210392
16.75,95.75,47.34441
16.75,96.0,51.55225
16.75,96.25,50.636467
16.75,96.5,80.371635
16.75,96.75,63.350483
17.0,68.0,39.865765
17.0,68.25,52.12347
17.0,68.5,57.115604
17.0,68.75,50.832703
17.0,69.0,33.676174
17.0,69.25,39.482224
17.0,69.5,58.442516
17.0,69.75,38.99914
17.0,70.0,64.570526
17.0,70.25,42.089676
17.0,70.5,38.65431
17.0,70.75,44.868935
17.0,71.0,43.183884
17.0,71.25,34.409306
17.0,71.5,86.232574
17.0,71.75,35.184895
17.0,72.0,30.668558
17.0,72.25,54.410748
17.0,72.5,53.801575
17.0,72.75,33.961258
17.0,73.0,39.11115
17.0,73.25,57.360382
17.0,73.5,35.94951
17.0,73.75,51.264988
17.0,74.0,41.78295
17.0,74.25,45.490643
17.0,74.5,49.572014
17.0,74.75,86.72919
17.0,75.0,67.73953
17.0,75.25,50.310898
17.0,75.5,41.76012
17.0,75.75,45.72554
17.0,76.0,45.284485
17.0,76.25,74.028786
17.0,76.5,34.941555
17.0,76.75,92.23949
17.0,77.0,37.06409
17.0,77.25,45.425896
17.0,77.5,36.715168
17.0,77.75,42.94221
17.0,78.0,41.23022
17.0,78.25,50.207764
17.0,78.5,54.11035
17.0,78.75,72.07479
17.0,79.0,57.38599
17.0,79.25,56.77299
17.0,79.5,53.983685
17.0,79.75,52.735897
17.0,80.0,34.223186
17.0,80.25,44.300938
17.0,80.5,44.59922
17.0,80.75,45.482956
17.0,81.0,34.659023
17.0,81.25,59.64539
17.0,81.5,46.957832
17.0,81.75,53.98759
17.0,82.0,50.60673
17.0,82.25,76.12905
17.0,82.5,47.589664
17.0,82.75,53.39952
17.0,83.0,46.21613
17.0,83.25,42.36261
17.0,83.5,65.34221
17.0,83.75,83.07789
17.0,84.0,62.754772
17.0,84.25,39.16261
17.0,84.5,46.324387
17.0,84.75,34.987125
17.0,85.0,42.68146
17.0,85.25,53.107388
17.0,85.5,43.038498
17.0,85.75,45.16085
17.0,86.0,46.354465
17.0,86.25,57.53133
17.0,86.5,57.88522
17.0,86.75,44.366062
17.0,87.0,41.78269
17.0,87.25,49.338757
17.0,87.5,49.365704
17.0,87.75,36.181065
17.0,88.0,53.192513
17.0,88.25,82.25992
17.0,88.5,40.7201
17.0,88.75,74.57174
17.0,89.0,59.866615
17.0,89.25,65.24092
17.0,89.5,47.388783
17.0,89.75,66.15387
17.0,90.0,50.006298
17.0,90.25,49.363266
17.0,90.5,43.186935
17.0,90.75,48.096203
17.0,91.0,42.276005
17.0,91.25,55.22783
17.0,91.5,57.15997
17.0,91.75,45.410748
17.0,92.0,40.12933
17.0,92.25,62.97917
17.0,92.5,53.353493
17.0,92.75,55.369823
17.0,93.0,47.915085
17.0,93.25,69.15103
17.0,93.5,58.105934
17.0,93.75,54.8404
17.0,94.0,58.951096
17.0,94.25,49.244144
17.0,94.5,64.653435
17.0,94.75,59.333565
17.0,95.0,43.671738
17.0,95.25,47.562653
17.0,95.5,61.125294
17.0,95.75,53.694324
17.0,96.0,50.944065
17.0,96.25,46.304512
17.0,96.5,51.900227
17.0,96.75,84.7407
17.25,68.0,38.828045
17.25,68.25,65.1744
17.25,68.5,37.67612
17.25,68.75,54.10691
17.25,69.0,82.50142
17.25,69.25,32.176094
17.25,69.5,37.086205
17.25,69.75,61.010403
17.25,70.0,43.57059
17.25,70.25,85.27807
17.25,70.5,48.431915
17.25,70.75,49.554005
17.25,71.0,38.55729
17.25,71.25,50.109688
17.25,71.5,66.04764
17.25,71.75,43.422367
17.25,72.0,37.805984
17.25,72.25,34.354393
17.25,72.5,62.919243
17.25,72.75,35.463654
17.25,73.0,43.477604
17.25,73.25,43.968914
17.25,73.5,49.418697
17.25,73.75,38.803177
17.25,74.0,34.194496
17.25,74.25,44.32454
17.25,74.5,54.50743
17.25,74.75,57.171
17.25,75.0,56.579323
17.25,75.25,44.390728
17.25,75.5,43.95916
17.25,75.75,44.876583
17.25,76.0,56.999207
17.25,76.25,31.271772
17.25,76.5,52.35993
17.25,76.75,42.118916
17.25,77.0,58.792572
17.25,77.25,44.150593
17.25,77.5,71.41587
17.25,77.75,53.56393
17.25,78.0,58.764957
17.25,78.25,54.025837
17.25,78.5,59.165184
17.25,78.75,44.157856
17.25,79.0,57.299206
17.25,79.25,52.999645
17.25,79.5,49.785503
17.25,79.75,41.004776
17.25,80.0,40.00551
17.25,80.25,43.55774
17.25,80.5,51.873222
17.25,80.75,54.39462
17.25,81.0,43.01601
17.25,81.25,46.107067
17.25,81.5,47.608814
17.25,81.75,69.20579
17.25,82.0,37.577293
17.25,82.25,53.55004
17.25,82.5,76.65468
17.25,82.75,56.879047
17.25,83.0,63.607655
17.25,83.25,60.02544
17.25,83.5,58.877274
17.25,83.75,50.722782
17.25,84.0,53.904835
17.25,84.25,44.92039
17.25,84.5,51.641827
17.25,84.75,63.10105
17.25,85.0,60.90866
17.25,85.25,68.71792
17.25,85.5,46.46583
17.25,85.75,51.07151
17.25,86.0,66.702446
17.25,86.25,37.00464
17.25,86.5,53.549294
17.25,86.75,53.811558
17.25,87.0,86.74505
17.25,87.25,50.701786
17.25,87.5,46.81925
17.25,87.75,47.729862
17.25,88.0,47.274723
17.25,88.25,83.31891
17.25,88.5,56.536243
17.25,88.75,46.912663
17.25,89.0,45.621845
17.25,89.25,51.79892
17.25,89.5,68.89717
17.25,89.75,48.103077
17.25,90.0,55.327286
17.25,90.25,51.07385
17.25,90.5,43.592117
17.25,90.75,42.988834
17.25,91.0,61.22139
17.25,91.25,61.472958
17.25,91.5,44.980904
17.25,91.75,63.950253
17.25,92.0,38.070126
17.25,92.25,58.566944
17.25,92.5,49.568897
17.25,92.75,65.47013
17.25,93.0,56.980167
17.25,93.25,42.4831
17.25,93.5,43.74899
17.25,93.75,46.1402
17.25,94.0,54.792057
17.25,94.25,58.53323
17.25,94.5,56.965942
17.25,94.75,63.310482
17.25,95.0,47.276314
17.25,95.25,55.529804
17.25,95.5,65.31598
17.25,95.75,46.61199
17.25,96.0,48.876225
17.25,96.25,58.156403
17.25,96.5,70.84554
17.25,96.75,45.562443
17.5,68.0,53.619087
17.5,68.25,48.933266
17.5,68.5,80.778244
17.5,68.75,62.965122
17.5,69.0,34.17406
17.5,69.25,47.039978
17.5,69.5,34.869915
17.5,69.75,43.487953
17.5,70.0,64.37317
17.5,70.25,48.46947
17.5,70.5,57.334003
17.5,70.75,73.25481
17.5,71.0,37.158985
17.5,71.25,36.876503
17.5,71.5,47.95932
17.5,71.75,56.267174
17.5,72.0,57.861717
17.5,72.25,35.4524
17.5,72.5,43.90717
17.5,72.75,43.74683
17.5,73.0,53.89448
17.5,73.25,62.136112
17.5,73.5,38.530987
17.5,73.75,55.760876
17.5,74.0,38.461216
17.5,74.25,36.008038
17.5,74.5,43.96349
17.5,74.75,50.993702
17.5,75.0,42.045235
17.5,75.25,52.519062
17.5,75.5,38.169994
17.5,75.75,40.27627
17.5,76.0,49.498795
17.5,76.25,38.23495
17.5,76.5,44.00546
17.5,76.75,59.255363
17.5,77.0,58.707043
17.5,77.25,35.89657
17.5,77.5,38.011665
17.5,77.75,47.012753
17.5,78.0,75.4153
17.5,78.25,43.102764
17.5,78.5,68.47331
17.5,78.75,43.517437
17.5,79.0,37.796898
17.5,79.25,74.38649
17.5,79.5,57.895054
17.5,79.75,45.98534
17.5,80.0,56.77234
17.5,80.25,59.328335
17.5,80.5,60.533108
17.5,80.75,37.465866
17.5,81.0,91.07229
17.5,81.25,39.509136
17.5,81.5,40.254917
17.5,81.75,38.668964
17.5,82.0,55.86549
17.5,82.25,61.94567
17.5,82.5,39.76124
17.5,82.75,37.794434
17.5,83.0,36.805656
17.5,83.25,51.005177
17.5,83.5,46.980087
17.5,83.75,51.535297
17.5,84.0,55.61397
17.5,84.25,43.185818
17.5,84.5,85.254944
17.5,84.75,49.10086
17.5,85.0,45.938232
17.5,85.25,55.310738
17.5,85.5,44.552982
17.5,85.75,53.192966
17.5,86.0,54.42691
17.5,86.25,60.771057
17.5,86.5,54.25002
17.5,86.75,49.570457
17.5,87.0,48.979263
17.5,87.25,61.926617
17.5,87.5,49.62229
17.5,87.75,59.31537
17.5,88.0,44.251526
17.5,88.25,42.64974
17.5,88.5,44.882156
17.5,88.75,40.976837
17.5,89.0,46.02726
17.5,89.25,89.556595
17.5,89.5,40.760593
17.5,89.75,42.44016
17.5,90.0,39.649452
17.5,90.25,67.04415
17.5,90.5,49.154846
17.5,90.75,37.95128
17.5,91.0,50.939804
17.5,91.25,63.33064
17.5,91.5,50.795776
17.5,91.75,52.91998
17.5,92.0,66.50672
17.5,92.25,50.315346
17.5,92.5,51.9054
17.5,92.75,66.927444
